number	latency	duration	channel	bvtime	bvmknum	visible	type	code	urevent
1.000000	1.000000	NaN	0.000000	-132385437.000000	1.000000		boundary	New Segment	1.000000
2.000000	1.000000	0.102400	0.000000		2.000000		no USB Connection to actiCAP	Comment	2.000000
3.000000	1022.849600	0.102400	0.000000		3.000000		S  1	Stimulus	3.000000
4.000000	1633.051200	0.102400	0.000000		4.000000		S  1	Stimulus	4.000000
5.000000	1635.508800	0.102400	0.000000		5.000000		S210	Stimulus	5.000000
6.000000	2147.508800	0.102400	0.000000		6.000000		S210	Stimulus	6.000000
7.000000	2659.508800	0.102400	0.000000		7.000000		S210	Stimulus	7.000000
8.000000	3171.508800	0.102400	0.000000		8.000000		S210	Stimulus	8.000000
9.000000	3683.508800	0.102400	0.000000		9.000000		S210	Stimulus	9.000000
10.000000	4195.508800	0.102400	0.000000		10.000000		S210	Stimulus	10.000000
11.000000	4707.508800	0.102400	0.000000		11.000000		S210	Stimulus	11.000000
12.000000	5219.508800	0.102400	0.000000		12.000000		S210	Stimulus	12.000000
13.000000	5731.508800	0.102400	0.000000		13.000000		S210	Stimulus	13.000000
14.000000	6243.508800	0.102400	0.000000		14.000000		S210	Stimulus	14.000000
15.000000	6755.611200	0.102400	0.000000		15.000000		S210	Stimulus	15.000000
16.000000	7267.611200	0.102400	0.000000		16.000000		S210	Stimulus	16.000000
17.000000	7779.611200	0.102400	0.000000		17.000000		S210	Stimulus	17.000000
18.000000	8291.611200	0.102400	0.000000		18.000000		S210	Stimulus	18.000000
19.000000	8803.611200	0.102400	0.000000		19.000000		S210	Stimulus	19.000000
20.000000	9315.611200	0.102400	0.000000		20.000000		S210	Stimulus	20.000000
21.000000	9827.611200	0.102400	0.000000		21.000000		S210	Stimulus	21.000000
22.000000	10339.611200	0.102400	0.000000		22.000000		S210	Stimulus	22.000000
23.000000	10851.611200	0.102400	0.000000		23.000000		S210	Stimulus	23.000000
24.000000	11363.611200	0.102400	0.000000		24.000000		S210	Stimulus	24.000000
25.000000	11875.611200	0.102400	0.000000		25.000000		S210	Stimulus	25.000000
26.000000	12387.611200	0.102400	0.000000		26.000000		S210	Stimulus	26.000000
27.000000	12899.713600	0.102400	0.000000		27.000000		S210	Stimulus	27.000000
28.000000	13411.713600	0.102400	0.000000		28.000000		S210	Stimulus	28.000000
29.000000	13923.713600	0.102400	0.000000		29.000000		S210	Stimulus	29.000000
30.000000	14435.713600	0.102400	0.000000		30.000000		S210	Stimulus	30.000000
31.000000	14947.713600	0.102400	0.000000		31.000000		S210	Stimulus	31.000000
32.000000	15459.713600	0.102400	0.000000		32.000000		S210	Stimulus	32.000000
33.000000	15971.713600	0.102400	0.000000		33.000000		S210	Stimulus	33.000000
34.000000	16483.713600	0.102400	0.000000		34.000000		S210	Stimulus	34.000000
35.000000	17598.030400	0.102400	0.000000		35.000000		S  1	Stimulus	35.000000
36.000000	17600.590400	0.102400	0.000000		36.000000		S200	Stimulus	36.000000
37.000000	18112.590400	0.102400	0.000000		37.000000		S200	Stimulus	37.000000
38.000000	18624.590400	0.102400	0.000000		38.000000		S200	Stimulus	38.000000
39.000000	19136.692800	0.102400	0.000000		39.000000		S200	Stimulus	39.000000
40.000000	19648.692800	0.102400	0.000000		40.000000		S200	Stimulus	40.000000
41.000000	20160.692800	0.102400	0.000000		41.000000		S200	Stimulus	41.000000
42.000000	20672.692800	0.102400	0.000000		42.000000		S200	Stimulus	42.000000
43.000000	21184.692800	0.102400	0.000000		43.000000		S200	Stimulus	43.000000
44.000000	21696.692800	0.102400	0.000000		44.000000		S200	Stimulus	44.000000
45.000000	22208.692800	0.102400	0.000000		45.000000		S200	Stimulus	45.000000
46.000000	22720.692800	0.102400	0.000000		46.000000		S200	Stimulus	46.000000
47.000000	23232.692800	0.102400	0.000000		47.000000		S200	Stimulus	47.000000
48.000000	23744.692800	0.102400	0.000000		48.000000		S200	Stimulus	48.000000
49.000000	24256.692800	0.102400	0.000000		49.000000		S200	Stimulus	49.000000
50.000000	24768.692800	0.102400	0.000000		50.000000		S200	Stimulus	50.000000
51.000000	25280.692800	0.102400	0.000000		51.000000		S200	Stimulus	51.000000
52.000000	25792.795200	0.102400	0.000000		52.000000		S200	Stimulus	52.000000
53.000000	26304.795200	0.102400	0.000000		53.000000		S200	Stimulus	53.000000
54.000000	26816.795200	0.102400	0.000000		54.000000		S200	Stimulus	54.000000
55.000000	27328.795200	0.102400	0.000000		55.000000		S200	Stimulus	55.000000
56.000000	27840.795200	0.102400	0.000000		56.000000		S200	Stimulus	56.000000
57.000000	28352.795200	0.102400	0.000000		57.000000		S200	Stimulus	57.000000
58.000000	28864.795200	0.102400	0.000000		58.000000		S200	Stimulus	58.000000
59.000000	29376.795200	0.102400	0.000000		59.000000		S200	Stimulus	59.000000
60.000000	29888.795200	0.102400	0.000000		60.000000		S200	Stimulus	60.000000
61.000000	30400.795200	0.102400	0.000000		61.000000		S200	Stimulus	61.000000
62.000000	30912.795200	0.102400	0.000000		62.000000		S200	Stimulus	62.000000
63.000000	31424.795200	0.102400	0.000000		63.000000		S200	Stimulus	63.000000
64.000000	31936.795200	0.102400	0.000000		64.000000		S200	Stimulus	64.000000
65.000000	32448.795200	0.102400	0.000000		65.000000		S200	Stimulus	65.000000
66.000000	33399.169600	0.102400	0.000000		66.000000		S  1	Stimulus	66.000000
67.000000	33401.627200	0.102400	0.000000		67.000000		S210	Stimulus	67.000000
68.000000	33913.627200	0.102400	0.000000		68.000000		S210	Stimulus	68.000000
69.000000	34425.729600	0.102400	0.000000		69.000000		S210	Stimulus	69.000000
70.000000	34937.729600	0.102400	0.000000		70.000000		S210	Stimulus	70.000000
71.000000	35449.729600	0.102400	0.000000		71.000000		S210	Stimulus	71.000000
72.000000	35961.729600	0.102400	0.000000		72.000000		S210	Stimulus	72.000000
73.000000	36473.729600	0.102400	0.000000		73.000000		S210	Stimulus	73.000000
74.000000	36985.729600	0.102400	0.000000		74.000000		S210	Stimulus	74.000000
75.000000	37497.729600	0.102400	0.000000		75.000000		S210	Stimulus	75.000000
76.000000	38009.729600	0.102400	0.000000		76.000000		S210	Stimulus	76.000000
77.000000	38521.729600	0.102400	0.000000		77.000000		S210	Stimulus	77.000000
78.000000	39033.729600	0.102400	0.000000		78.000000		S210	Stimulus	78.000000
79.000000	39545.729600	0.102400	0.000000		79.000000		S210	Stimulus	79.000000
80.000000	40057.729600	0.102400	0.000000		80.000000		S210	Stimulus	80.000000
81.000000	40569.729600	0.102400	0.000000		81.000000		S210	Stimulus	81.000000
82.000000	41081.832000	0.102400	0.000000		82.000000		S210	Stimulus	82.000000
83.000000	41593.832000	0.102400	0.000000		83.000000		S210	Stimulus	83.000000
84.000000	42105.832000	0.102400	0.000000		84.000000		S210	Stimulus	84.000000
85.000000	42617.832000	0.102400	0.000000		85.000000		S210	Stimulus	85.000000
86.000000	43129.832000	0.102400	0.000000		86.000000		S210	Stimulus	86.000000
87.000000	43641.832000	0.102400	0.000000		87.000000		S210	Stimulus	87.000000
88.000000	44153.832000	0.102400	0.000000		88.000000		S210	Stimulus	88.000000
89.000000	44665.832000	0.102400	0.000000		89.000000		S210	Stimulus	89.000000
90.000000	45177.832000	0.102400	0.000000		90.000000		S210	Stimulus	90.000000
91.000000	45689.832000	0.102400	0.000000		91.000000		S210	Stimulus	91.000000
92.000000	46201.832000	0.102400	0.000000		92.000000		S210	Stimulus	92.000000
93.000000	46713.832000	0.102400	0.000000		93.000000		S210	Stimulus	93.000000
94.000000	47225.832000	0.102400	0.000000		94.000000		S210	Stimulus	94.000000
95.000000	47737.934400	0.102400	0.000000		95.000000		S210	Stimulus	95.000000
